id,is_relevant,target,source,action,action_type,location,date,country,year,news
32386,True,"['engineer', 'vehicle', 'engineer', 'engineer', 'vehicle']",,"['blast', 'explosion', 'attacked']","['Bombing/Explosion', 'Bombing/Explosion', 'Facility/Infrastructure Attack']","['Rohri', 'Sukkur', 'Rohri']","['December 14', 'December 14']",pakistan,2016,"A low intensity blast on December 14 targeted a Chinese engineer s vehicle in the jurisdiction of Patni Police Station in Rohri town of Sukkur District, reports Dawn. The engineer remained unhurt in the explosion. Unknown accused attacked a Chinese engineer s vehicle near Rohri. Rescue teams moved to the location , said a police statement.Meanwhile, the Chief of the Army Staff General Qamar Javed Bajwa assured the people of Karachi on December 14 that the change of military command would not affect the Karachi operation as more “efforts will be made to consolidate the gains achieved so far” for peace in Karachi, reports Dawn. It was General Bajwa’s first visit to Karachi after taking over the army command last month. He arrived in the morning and went straight to the mausoleum of Quaid i Azam Mohammad Ali Jinnah to pay homage to the father of the nation."
31048,True,"['persons', 'journalist', 'Khassadar', 'Khassadar', 'Khassadar', 'Khassadar', 'civilians']","['suicide bomber', 'bomber', 'bomber', 'Tehreek e Taliban Pakistan', 'TTP']","['killed', 'injuries', 'blast', 'killed', 'blast']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",,['January 19'],pakistan,2016,"Twelve persons, including a journalist, were killed while 39 others sustained injuries on January 19 when a suicide bomber targeted the tribal Khassadar force in the Karkhano Market of Khyber Agency in Federally Administered Tribal Areas (FATA), reports The News. The incident occurred hardly 30 metres from the Karkhano checkpost, the entry point to Peshawar from Khyber Agency. The security sources said the bomber parked his motorbike and walked towards the Line Officer Nawab Shah of the Khassadar Force and his Khassadar Force and his guards. “The bomber detonated his explosives vest. The car of the Line Officer and another vehicle caught fire while the roof of a nearby shop caved in after the blast,” said an official. Those killed in the blast included Line Officer Nawab Shah and Mehboob Shah Afridi, president of the Tribal Union of Journalists, Khyber Agency chapter, who was talking to him at the time of explosion. Others who lost their lives were Gul Sahib, Raziq Khan and Waris Khan, all members of the Khassadar force, and civilians Taimur Khan, Mubarak Shah, Malik Khan, Mohammadullah, Ashfaq Khan and the wife of one Shoaib. A child was also among the dead. Meanwhile, the Tehreek e Taliban Pakistan (TTP) claimed responsibility for the attack."
25202,True,"['Purba Bangla Communist Party', 'PBCP']","['Rapid Action Battalion', 'RAB', 'RAB']","['killed', 'gunfight', 'injured', 'gunfight']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']",['Tangail'],['April 7'],bangladesh,2016,"Two cadres of Purba Bangla Communist Party (PBCP) were killed in a gunfight with Rapid Action Battalion (RAB) at Jugni Hatkhola area of Tangail District on April 7, reports New Age. The victims were identified as Fazal Driver (40) and Uzzal (35). Two RAB personnel, Corporal Mohammed Ali and Lance Corporal Nuruzzaman, were also injured during the gunfight. One revolver, a foreign pistol, a magazine and seven bullets were recovered from the spot."
31233,True,"['Frontier Corps', 'FC', 'FC']",,"['wounded', 'Improvised Explosive Device', 'IED', 'blast', 'IED']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Wana'],['February 24'],pakistan,2016,"At least five Frontier Corps (FC) personnel were wounded in an Improvised Explosive Device (IED) blast near a security check post in Wana town of South Waziristan Agency (SWA) on February 24, reports Dawn. FC vehicle was on routine patrol when the IED, planted along the roadside, exploded."
25748,True,['persons'],"['Tritiya Prastuti Committee', 'TPC', 'TPC', 'TPC', 'TPC']","['assaulted', 'assaulted']","['Unknown', 'Unknown']",['Aurangabad'],['January 3'],india,2016,Tritiya Prastuti Committee TPC cadres assaulted two persons identified as Ramvilas Ram and Ramdeep Ram in Aurangabad District on January 3 reports The Times of India The fear of TPC backlash is such that it forced the panchayat mukhiya head of the village level local self government institution Ramji Ram not to lodge a police complaint with Tandawa Police Station after his 70yearold father and brother were assaulted The mukhiya said TPC cadres demanded 20 per cent of the grant sanctioned by the government for welfare schemes in his panchayat TPC is a splinter group of the Communist Party of IndiaMaoist CPIMaoist
30373,False,,,,,,,india,2016,"An Indian American man, identified as Mohammed Hazra Khan, 21 who tried to go to Syria with his teenaged brother and sister to join Islamic State (IS) has been sentenced in Chicago to 40 months in prison on November 18, reports khaleejtimes.com. Mohammed Hazra Khan became the first person of Indian origin to be convicted and sentenced in the US for IS connections.Federal Judge John J Tharp sentenced Khan, who had admitted in court in 2015 to the charges of providing support to IS and trying to go abroad to join it, Mary B McCord, the Acting Assistant Attorney General for National Security, said in a statement. The judge in the Northern Illinois federal court also ordered that for 20 years after his release, Khan should undergo intensive supervision that includes violent extremism counselling and a mental health treatment programme, she added.Khan was arrested by anti terrorism officers two years ago while trying to leave the US from Chicago s O Hare Airport, she said. He was 19 years old at the time of his arrest. Khan s brother, who was 16 years old in 2014, and sister, who was 17, were also stopped at the airport but did not face any charges and were let go after officials questioned them.Khan is an American citizen born in New York. But his family had immigrated from India and lived in the Chicago area."
26792,False,,,,,,,india,2016,"Security Forces (SFs) arrested two hardcore Isak Muivah factions of National Socialist Council of Nagaland (NSCN IM) and one National Socialist Council of Nagaland Unification (NSCN U) cadres from Lothang village and Borduria area of Tirap District in two separate operations on March 17, and recovered huge quantities of arms and ammunitions from their possession, reports The Arunachal Times. Acting on input about the presence of National Socialist Council of Nagaland (NSCN) militants in Lothang village in the District, SFs (Assam Rifles) cordoned off the entire village area and launched massive search operation. The team succeeded to arrest one militant. Based on information from the arrested cadre, the SFs arrested another cadre from the nearby jungles. Arrested cadres have been identified as Neytun Nokbi (35) and Manlang Wangsa (18) of NSCN IM factions. One 7.62 mm AK 47 Rifle, 7.65 mm Automatic Pistol, grenades, explosives, detonators and huge quantity of ammunitions were recovered from their possession. In the interim, the NSCN U cadre was arrested from Bordurua area after more than 24 hours of massive search operation by the SFs. The arrested cadre was identified as Sambam Tangdong. One .303 Rifle and 16 live rounds of AK 47 rifle were recovered from his possession."
27313,False,,,,,,,india,2016,"Tripura has yet again achieved the first position in the country in implementation of Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA), reports The Telegraph on April 25. According to information made available by the Union Rural Development Ministry on April 19, Tripura has topped in 2015 2016 by creating on an average 94.66 man days of work for MGNREGA. Tripura is followed by Mizoram, which has created 68.55 man days of work while Sikkim has achieved the third position by creating 66.97 man days of work. B.K. Adhikary, senior official in the department of rural development said in the financial years 2012 2013 and 2013 2014, Tripura had created 87 man days of work but this registered a rise to 88 man days in 2014 2015."
26545,False,,,,,,,india,2016,"Around 16 Improvised Explosive Devices (IEDs) were recovered by the Security Forces (SFs) during an operation on the hideout of Garo National Liberation Army (GNLA) at Pathalgre village in East Garo Hills District on February 26, reports The Sentinel. Sohan D Shira, ‘commander in chief’ of the GNLA managed to escape along with his accomplices."
31998,False,,,,,,,pakistan,2016,"A bullet riddled dead body, identified as that of an alleged criminal Muhammad Aslam (35), was found near Coast Guard Road in Korangi Town on September 2, reports The News. Zaman Town Station House Officer (SHO) Raheem Khan said that the victim was a criminal."
32168,False,,,,,,,pakistan,2016,"A bullet riddled dead body, identified as that of Wali Mohammad, was recovered from a water tank in Sohbatpur District on October 11, reports Daily Times."
26534,False,,,,,,,india,2016,"Army Chief General Dalbir Singh Suhag on February 25 slammed Pakistan for giving “candid support” to terror groups like Jaish e Mohammad (JeM) and Lashkar e Taiba (LeT) as he called on the international community to join hands in combating the menace, reports Daily Excelsior. Days after suspected LeT operatives struck in Pampore in Jammu and Kashmir, Suhag hit out at Pakistan, saying, “Terrorist groups like LeT and JeM get candid support from across our western borders.” The attack at Pampore left three Army personnel dead, including two Captains of the Special Forces. Two Central Reserve Police Force (CRPF) personnel, too, were killed by three heavily armed “foreign” terrorists who were shot dead after a fierce 48 hour long gun battle. At a seminar organised by Army think tank Centre for Land Warfare Studies (CLAWS), Suhag also said that the spreading influence of Islamic State (IS), in particular through social and other forms of media, has thrown up challenges of global and regional security. “What is worrying is that these groups can no longer be dismissed as regional manifestations of violence,” he said. Noting that such jihadist outfits take advantage of the international connected systems of finance, commerce and transit to stay flexible and reach any part of the globe, Suhag said it was “necessary for international community to fight this menace as one by sharing of intelligence and adoption of training techniques from each other”."
32966,False,,,,,,,nepal,2016,"The Government has expedited preparations to register a draft bill that seeks to amend four provisions of the Constitution in the parliament on November 27, reports My Republica on November 26. The Government’s move comes in the wake of the efforts of Prime Minister (PM) Pushpa Kamal Dahal and other leaders of ruling parties failing to bring the main opposition party, Communist Party of Nepal Unified Marxist Leninist (CPN UML) onboard the constitution amendment process. Minister for Physical Planning and Infrastructure Ramesh Lekhak informed that ruling parties discussed the content of the draft amendment bill on November 25. “We hope to finalize the amendment bill by tomorrow Saturday . An amendment proposal will be registered in parliament on Sunday,” Minister Lekhak said. PM Dahal had invited Law Secretary and other secretaries at the Prime Minister’s Office to his official residence in Baluwatar on November 25, to prepare draft amendment bill as per the informal understanding reached with the agitating Madhesh based political parties. “Prime Minister Dahal is scheduled to hold further discussions with the agitating Madhes based political parties on Saturday,” said Prime Minister Dahal’s press coordinator Govinda Acharya."
28771,False,,,,,,,india,2016,"Authorities imposed curfew in two Southern Districts and restrictions in parts of Anantnag and Srinagar as shutdown and curfew paralysed life for 24th consecutive day on August 1, reports Daily Excelsior. Curfew remained in place in two Districts including Kulgam, Pulwama and Imam Sahib, Shopian while restrictions were imposed in Anantnag town and in parts of Srinagar to thwart any protests against the civilian killings in Kashmir. A large contingent of Police and paramilitary Central Reserve Police Force (CRPF) were deployed in curfew and restriction bound areas to thwart protests. Police and CRPF blocked the roads by erecting concertina and barbed wires. Reports reaching here from Srinagar, Ganderbal, Kulgam, Anantnag, Shopian, Baramulla, Kupwara and Bandipora Districts suggested that clashes took place between Security Forces (SFs) and protesters at several places in which at least 40 people including a CRPF personnel were injured. Police and SFs fired tear smoke shells to disperse the protesters during which 15 protesters and 25 SF personnel including Commanding Officer of CRPF were injured."
28269,False,,,,,,,india,2016,"An encounter took place between the security personnel and the Maoists inside a forest at Gorabandha in Ghatsila SubDivision of East Singhbhum District on July 2, reports The Indian Express. East Singhbhum Superintendent of Police (SP), (Rural), Md Arshi said the encounter took place when security personnel from Central Reserve Police Force (CRPF) and District Armed Police were on an antiMaoist operation in the area. They had launched a search operation at Dangra Pahar on being informed about a Maoist camp there. The encounter lasted for an hour. Later, the security personnel demolished the Maoist camp and recovered two can bombs and 15 detonators. A binocular, a walkietalkie charger, a flash gun, two radios, nine plastic tents, five Maoist uniforms, 15 empty cartridges, a printer cartridge, utensils and other items of daily use were also found."
25102,False,,,,,,,bangladesh,2016,"Police in overnight drives arrested two activists of Jamaat e Islami (JeI) in Lohagara sub District of Chittagong District on February 10, reports The Daily Star. The arrestees are Zia Uddin (28) and Mohamad Alamgir (28). Police said that the duo is accused in cases filed in connection with subversive activities."
26069,False,,,,,,,india,2016,In another search operation Maoist literature items of daily use ammonium nitrate and battery connectors used for explosions were recovered by Police in Kathikund in Dumka District on January 24 reports The Telegraph SP Vipul Shukla said they were carrying out search operations in different parts of the District for the last four days
25190,False,,,,,,,bangladesh,2016,"Two Jamaat e Islami (JeI) activists were arrested from a brick kiln at Kendbona village in Chapai nawabganj District on March 28, reports The Daily Star. The arrestees are Keramat Ali (60) and Anwar Hossain (39). Police recovered seven bombs from them."
31574,False,,,,,,,pakistan,2016,"A dead body of an unidentified man was found in the Gulbahar area of Liaquatabad Town of Karachi, the provincial capital of Sindh on May 11, reports Dawn. Gulbahar Station House Officer (SHO) Ghulam Asghar Abbasi said that from his appearance the victim looked Baloch."
32112,True,"['troops', 'soldiers']",['suspected militants'],['fire'],['Armed Assault'],['Afghanistan'],['September 26'],pakistan,2016,"Pakistani troops deployed at the Salala Post in Mohmand Agency on September 26 returned fire after coming under attack by suspected militants based in Afghanistan, reports The News. Official sources said the Pakistani soldiers didn’t suffer any losses or damage to property."
31288,False,,,,,,,pakistan,2016,"At least 21 militants were killed in fresh airstrikes and ground operations in the Shawal Valley of North Waziristan Agency (NWA) in Federally Administered Tribal Areas (FATA) on March 8 where the military is conducting the last phase of Operation Zarb e Azb, reports The Express Tribune. The military claims to have gained control of strategic positions along the Pakistan Afghanistan border in the snow covered mountainous regions of NWA. Administration officials said the air raids targeted hideouts of militants while ground troops were going ahead with a cleansing operation in the area. Chief military spokesman Lieutenant General Asim Saleem Bajwa wrote on Twitter that helicopter gunships carried out the strikes, which began Monday night and continued into Tuesday. “Operations continue as important heights and passes along the Pak Afghan border are secured. The valley’s sanitisation is in progress,” he wrote on the micro blogging website. “Ground forces continue their hunt for fleeing terrorists through chase, cordon and search operations.”"
29662,False,,,,,,,india,2016,A Garo National Liberation Army GNLA militant identified as Balmit Marak alias Merek was killed in an encounter with Police at Dawa Nengjata village near Williamnagar in East Garo Hills District on September 30 morning reports The Sentinel According to Police there were around 20 militants of the GNLA at the time of the encounter which took place around 5 30 am Police recovered an INSAS in cocked condition five magazines 49 live rounds five live 7 62 mm sniper ammo 15 303 live ammo AK ammo empty case of 303 blank cartridge 4 charger clips a hand grenade seven 3 7 volt LI ion battery and GNLA ID card of Morek Ch Marak from the site “The militants were taking shelter there and the encounter between the SWAT team and GNLA cadres lasted for about 15 20 minutes The cadres fled after the encounter and the police have launched combing operations to track them ” said Police adds The Assam Tribune
26532,False,,,,,,,india,2016,"A joint team of Army and Police arrested three I.K. Songbijit faction of the National Democratic Front of Bodoland (NDFB IKS) militants, identified as Bhubneswar Boro (36), Sarjib Basumatary (27) and Lepho Boro (30) from Barimakha village near Mochalpur in Baksa District on February 25, reports The Sentinel. Two AK 47 rifles, one 9mm pistol along with ammunition were also recovered from the militants. The three militants were involved in extortion, arms smuggling and other nefarious and anti national activities, Army official said. All three militants were handed over to Barbari Police for further investigation."
29787,False,,,,,,,india,2016,"As many as 22 airports across the country, including civil airports in India s western states and other important ones like those in Delhi, Hyderabad and Bengaluru, have been put on a high alert as part of heightened security arrangements in the wake of surgical strikes by the Indian Army on terror camps in Pakistan occupied Kashmir (PoK), India Today reports on October 7. Airports in Jaipur, Ahmedabad, Mumbai, Delhi, Hyderabad and Bengaluru have been asked to step up vigil and security to tackle any attack or sabotage. There have been intelligence inputs, warning of a terror strike. Elaborate security arrangements have been made to thwart any terror bid."
30463,False,,,,,,,india,2016,"Based on specific information Dimapur Police conducted a covert operation and arrested three militants of different organizations from Dimapur Railway Station in Dimapur District on November 25, reports Nagaland Post. The arrested militants were identified as ‘private’ Swosilang Durga of I.K. Songbijit faction of the National Democratic Front of Bodoland (NDFBIKS), Likarson Sangma cadre of Liberation of Achik Elite Force (LAEF), and ‘Leacy’ Nagaho Awomi of Khaplang faction of National Socialist Council of Nagaland (NSCNK)."
28820,False,,,,,,,india,2016,"Meanwhile, a self styled ‘area commander’ of United Peoples Liberation Army (UPLA) Angjok Teron was arrested in a joint operation conducted by the Army and Hamren Police inside general area of Bhoksong under Baithalangso Police Station in Karbi Anglong District on August 4, reports Nagaland Post. One 7. 65 mm country made pistol along with 3 live rounds of ammunition and a large number of documents belonging to UPLA were recovered from him."
27072,False,,,,,,,india,2016,"One dead body of a non Naga male around 40 years of age was recovered at Railway Bazaar in Dimapur District on April 8, reports Nagaland Post. Public Relations Officer (PRO) Dimapur Police informed family, relatives and friends of the deceased to claim the dead body."
