id,is_relevant,target,source,action,action_type,location,date,country,year,news
32973,False,,,,,,,nepal,2016,The Federal Alliance FA has rejected the Constitution amendment bill registered at the parliament by the Government reports My Republica on December 1 A meeting of the Central Agitation Main Mobilization Committee of FA concluded that the amendment did not address any of its demands and thereby was not acceptable according to President of Tarai Madhes Democratic Party TMDP Mahantha Thakur The bill does not address the existing ethnic class gender linguistic cultural religious and regional discrimination he said Leaders from the 29 parties affiliated to the Alliance including President of Socialist Forum Nepal SFN Upendra Yadav and Madhesi People s Rights Forum Republican MPRF R Chairman Raj Kishore Yadav were also present in the meeting
28850,False,,,,,,,india,2016,"Chief Minister Sarbananda Sonowal, in a statement in Guwahati on August 6, said, that the State Police has laid its hands on some vital information which prove direct involvement of I.K. Songbijit faction of the National Democratic Front of Bodoland (NDFB IKS) in Friday’s (August 5) Kokrajhar violence that claimed the lives of 14 civilians, reports The Assam Tribune. The CM said the involvement of other groups with NDFB IKS would also come to light soon."
28207,False,,,,,,,india,2016,"Engineering student Aashiq Ahmed, arrested by the National Investigation Agency (NIA) from Hooghly in West Bengal for being part of Islamic State (IS), had plans to kill the Trinamool Congress MLA (Member of Legislative Assembly) from Hooghly, Asima Patra, as he suspected her role in the murder of another TMC leader Kazi Naseeruddin in 2013, Economic Times reports on June 28.Naseeruddin was arrested by Dhanekala Police Station in 2013 and died in custody. According to Aashiq, Naseeruddin was a very powerful and popular leader from his locality. He was implicated in a false case in connivance with the local police and murdered inside the police lock up, he is believed to have said. According to NIA, Aashiq had plans to kidnap the MLA and demand extortion for her release as part of Mal e Ganimat (war booty).He also intended to provide a portion of the extorted money to the family of Naseeruddin in order to help the family raise his minor children, said a senior official who questioned Aashiq. However, he was advised by another member of IS inspired radical outfit Junoode Khalifa e Hind to put his plans on hold for the time being. Aashiq claimed that he also had plans to target a former TMC leader Jiten Sarkar for his alleged role in instigating the tribal people staying near a cemetery not to allow Muslims perform last rites at the cemetery.According to him, he was drawn towards IS when he started reading a book in 2014 that detailed the rise of Imam Mehdi at a place called Khurasan in Afghanistan. Aashiq later opened a Facebook account and started liking posts related to IS and browsed through pages with title such as Children of Gaza in Smile and Tears , Support for Palestine and Justice for Palestine . He later came in contact with Mohammad Nafees who introduced him to Shafi Armar alias Yusuf al Hindi. Armar is a former Indian Mujahideen (IM) commander who is now believed to be operating from Syria and had pledged allegiance to the Abu Bakr al Baghdadi led caliphate."
25960,True,"['Police', 'Police', 'Police', 'Police']","['Maoists', 'Maoists', 'Maoists', 'Maoists']","['exchange of fire', 'opened fire', 'exchange of fire']","['Armed Assault', 'Armed Assault', 'Armed Assault']",['Angul'],['January 16'],india,2016,Meanwhile an exchange of fire between the Police and the Maoists was reported in Tapdole forest under Takaurgarh Police Station limits in Angul District on January 16 reports The New Indian Express The forest is adjacent to Satkosia sanctuary where an armed encounter occurred last month December 2015 Confirming the encounter a senior Police official said a combing party of Central Reserve Police Force CRPF and Special Operation Group SOG personnel ventured into the forest which is used by the Maoists as transit route “At about 1 pm the Maoists who were on the top of the hill saw the combing party and opened fire at them resulting in exchange of fire for about 15 to 20 minutes No security personnel were injured while no information is available about the Maoists” said a source
31446,True,"['The Counter Terrorism Department', 'CTD', 'CTD', 'CTD officials', 'CTD officials', 'CTD']","['attackers', 'attackers']",['shot'],['NotSpecified'],['Sargodha'],['April 11'],pakistan,2016,"The Counter Terrorism Department (CTD) announced the arrest of three female suicide bombers near the Lahore Road area in Sargodha District on April 11, reports Dawn. The officials claimed to have recovered two suicide jackets and three hand grenades from their possession, said to a CTD statement. While conducting a raid in the Bypass Sem Nala area, CTD officials were shot at by two attackers, the statement said, adding that CTD officials fired back in self defense. The attackers fled and three female suspects were arrested while trying to escape, the CTD added."
28402,False,,,,,,,india,2016,"The death toll in the clashes between protesters and Security Forces (SFs) in Kashmir mounted to 23, as normal life remained paralyzed for the third day on July 10, in the Valley due to curfew like restrictions and separatists sponsored strike in the wake of the killing of Hizb ul Mujahideen (HM) ‘commander’ Burhan Wani in an encounter on July 8, reports Indian Express. “Two persons have died in an incident of violence in Kulgam district yesterday and have been identified as Feroze Ahmad Mir (22) and Khursheed Ahmad Mir (38),” a Police official said. He said the information about the death of these youth was not available yesterday due “inadequate” communication facilities in south Kashmir District. Mobile telephony has been suspended in the four Districts of south Kashmir since July 8 evening as violent protests erupted following killing of Wani in an encounter with SFs. With these, the death toll in the clashes between protesters and SFs has gone up to 23, including a Policeman. More than 250 persons have been injured in the violence and the situation continues to be tense across the Valley. Earlier, South Asia Terrorism Portal (SATP) reported at least 12 persons were killed and over 160 persons including 96 SF personnel were injured as crowds in the aftermath of killing of HM commander, Burhan Wani, set ablaze buildings and blocked roads and clashed with Police and SFs at several places in Jammu and Kashmir despite curfew like restrictions on July 9."
28035,False,,,,,,,india,2016,"A combined team of Imphal East District Police commando and Assam Rifles (AR) arrested one Vice Chairman faction of People s Revolutionary Party of Kangleipak (PREPAK VC) cadre, identified as Chingakham Ranjit alias Naocha alias Robot alias Khaba (22) during a search operation conducted at Poirei Khongjil Lamkhai on June 13, reports The Sangai Express. Investigation revealed that he was involved in extortion of money from general public for raising party fund of PREPAK VC.Also, a team of Imphal East District Police commando launched a search operation at Chassad Avenue and arrested one ‘self styled public relations officer (PRO)’ of Kuki People’s Liberation Army (KPLA), identified as Jangkhongam Touthang alias Jangngam alias Romeo (56) on June 13, reports The Sangai Express. Incriminating articles were recovered from his possession. Investigation revealed that he was a former ‘self styled major’ of Kuki Liberation Army Kuki National Organisation (KLA KNO) and was involved in kidnapping of one Stune Hungyo of Lungthar village in Ukhrul and also involved in many extortion and kidnapping cases."
25861,False,,,,,,,india,2016,An Indian origin Islamic State IS terrorist identified as Siddhartha Dhar alias Abu Rumaysah alias Saif al Islam believed to be the masked man in latest IS video dubbed new Jihadi John is ready to die for the terror group his sister has revealed oneindia com reports on January 11 London based Konika Dhar had received a message from her brother in 2015 after he had skipped bail and fled the UK with his pregnant wife and four children saying I m prepared for death In a phone call in October 2015 he said Focus on the hereafter and don t worry Konika said I told him from the very beginning when he arrived in Syria and made contact that I would love him to return home and live in our house with his family But he said he cannot return because he believed that he would be arrested
30124,False,,,,,,,india,2016,"A woman Communist Party of India Maoist (CPI Maoist) cadre surrendered before the Rourkela Police and 19 Batallion of Central Reserve Police Force (CRPF) in Sundargarh District on October 31, reports The Pioneer. She was carrying a reward of INR 100,000 on her head. According to sources, Palo Honhanga alias Bharati (42), a resident of Baliba village in West Singbhum District of Jharkhand, had been inducted in the cadre by a woman Maoist, Rekha, forcibly in 2012. She was working in the Kolhan area of Chaibasa, Jharkhand. She left the outfit after getting disillusioned with the Maoist ideology as the ultras exploit women, minors and innocent tribal people in their activities and force them to join the outfit. Her daughter Sapna alias Muni had earlier surrendered before the Rourkela Police in September 2015."
30910,False,,,,,,,india,2016,"Isak Muivah faction of National Socialist Council of Nagaland (NSCN IM), on December 29, alleged ‘collusion’ between Manipur Chief Minister (CM) Okram Ibobi Singh and Government of India (GoI) over the issue of sending additional Central forces in Manipur in the backdrop of the ongoing economic blockade by Naga groups, reports The Assam Tribune. It said that sending additional Central forces to the area would go against the interests of the Nagas. Asserting their seriousness and commitment for a peaceful solution, NSCN IM also questioned the ‘sincerity’ of the Central Government in solving the ‘Indo Naga’ problem."
