id,is_relevant,target,source,action,action_type,location,date,country,year,news
26280,True,,,,,,,india,2016,"Two incidents of firing in Tinsukia District, both by the hitherto unknown Moran Tiger Force (MTF), has sent local Police in a tizzy, reports The Times of India on February 7. Police on February 5 arrested Surajit Moran, president of the Tinsukia unit of Asom Jatiyatabadi Yuba Chatra Parishad (AJYCP) from Doomdooma in Tinsukia District for his alleged involvement with the outfit. Tinsukia Additional Superintendent of Police (ASP) headquarters, Lamhao Doungel on February 6 said that Police were trying to gather more information about MTF, a new kid on the block as far as rebel groups are concerned. Our team has found vital clues (about the outfit) after going through the call details of the phone number used to send text messages after the firings. We have found evidence of Moran s involvement with the perpetrators of the two incidents. Unlike militant outfits like ULFA and NDFB Songbijit, MTF doesn t seem to have any particular leader, he explained."
26520,True,,,,,,,india,2016,"A constable was injured during an exchange of fire with suspected Garo National Liberation Army (GNLA) militants when an abduction attempt by the outfit was foiled by the Police on February 24, reports The Assam Tribune. The incident occurred when the Police foiled the bid to abduct traders from the Gabil weekly market, at the tri junction of three Districts of East, West and North Garo Hills. According to information, a Police team was returning from Gabil market, when an unidentified gunman fired at the Police while the latter were in the midst of abducting two traders. Havildar Sengbath Marak sustained injury on his hand, said Inspector General of Police (IGP) Law and Order, GHP Raju."
29672,True,,,,,,,india,2016,"Militants attacked a Security Forces (SFs) picket in Kulgam District on September 30, reports The Times of India. Militants opened fire on a joint picket of Police and Central Reserve Police Force (CRPF) at Behibagh in Yaripora area of Kulgam District at around 5.00pm, a Police official said. He said no one was hurt in the attack carried out by militants, who fled from the scene after firing. SFs cordoned off the area and launched search operations to track down the assailants, he said."
32829,True,,,,,,,nepal,2016,Cadres of All Nepal National Independent Students’ UnionRevolutionary ANNISUR the student wing of Netra Bikram Chandled Communist Party of NepalMaoist CPNMaoist on August 15 vandalized three colleges of Kathmandu for running classes during their strike reports The Himalayan Times The striking ANNISUR cadres vandalized Swoyambhubased Kathmandu Model Hospital School of Nursing Banasthalibased School of Medical Sciences and Jorpatibased Shankarapur Academy for operating classes and the administration department there during the strike According to Dipendra Chalaune General Secretary ANNISUR the protest programme was organized to exert pressure on the Government to fulfill their 17point demand
30294,True,"['youth', 'youth']","['Communist Party of India Maoist', 'CPI Maoist', 'Naxals Left Wing Extremists', 'LWEs']","['tortured', 'killed', 'kidnapped', 'injuries', 'attacked', 'sharp edged weapon']","['Unknown', 'Unknown', 'Kidnapping', 'Armed Assault', 'Armed Assault', 'Armed Assault']","['Balaghat', 'Balaghat']","['November 11', 'November 9']",india,2016,"The Communist Party of India Maoist (CPI Maoist) cadres allegedly tortured and killed a 23 year old youth on the suspicion that he was a ‘Police informer’ in Balaghat District on November 11, reports The Times of India. The body of the youth identified as Kartik Dhurve, a resident of Bondari village under Pathari Police outpost under Malajkhand Police Station, was found on a road. Several armed Naxals Left Wing Extremists (LWEs) kidnapped Dhurve on November 9 and threatened the family members that they will kill him, if they informed police, Balaghat Superintendent of Police (SP), Amit Sanghi, said. He added, They did not report the matter to police. His body was found on Friday. There were severe injuries on his skull and it seems they attacked him with some sharp edged weapon. Sources said that they suspected him to be ‘Police informer’. However, Police denied that he was an ‘informer’. They may have seen him talking to some senior Police officials at some point of time and suspected him to be an informer, said an official, pleading anonymity. While abducting him the Naxals had introduced themselves as Maoists, though they didn t disclose the name of their Dalam (squad)."
31326,True,"['soldiers', 'women', 'women', 'soldiers']","['Tehreek e Taliban Pakistan', 'TTP', 'suspect']","['killed', 'blew', 'killed', 'opened fire', 'detonating', 'blew', 'killed', 'blast']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Armed Assault', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",,['March 17'],pakistan,2016,"Twosoldiers and two women were killed when Tehreek e Taliban Pakistan (TTP) Diamer faction commander blew himself up during a siege laid by the Security Forces at his house in Smagal area of Darel Valley in Gilgit Baltistan on March 17, reports The Express Tribune. The commander was identified as Hazrat Noor. The two women killed were his wife and a daughter. A suicide jacket and arms were seized from the house. According to official reports, Noor was allegedly involved in attacks on foreign tourists, case investigators and passengers on the Karakoram Highway over the last few years.“Security forces got intelligence information that Hazrat Noor was hiding in a house in the Smagal area of Darel,” said an unnamed security official. The raid sparked a sharp reaction from inside the house. The suspect also reportedly opened fire at the forces from his hideout before detonating himself. “The terrorist blew himself up to avoid arrest,” a security official said. “Besides his wife and daughter, two soldiers were also killed in the blast.” Diamer Deputy Commissioner Usman Ahmad confirmed the attack."
32185,True,"['security personnel', 'check post', 'security personnel']",['unidentified assailants'],"['killed', 'injured', 'firing', 'light and heavy weapons', 'killed', 'injured']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']",['Paktika'],['October 16'],pakistan,2016,Two security personnel were killed and another one was injured in firing from across the Afghan border in Angor Adda area of South Waziristan Agency in Federally Administered Tribal Areas FATA on October 16 reports Dawn Sources said that unidentified assailants targeted a check post at Angor Adda from the Birmal area in Paktika province of Afghanistan at 9 46am with light and heavy weapons Two security personnel Idrees Khan and Arshad were killed and Naek Saeed was injured The deceased belonged to the 56th Punjab Regiment
26486,True,"['Central Reserve Police Force', 'CRPF', 'trooper']",,"['injured', 'Improvised Explosive Device', 'IED', 'blast', 'injured']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Dantewada'],['February 21'],india,2016,"a Central Reserve Police Force (CRPF) officer and a trooper were injured in an Improvised Explosive Device (IED) blast at Aranpur village in Dantewada District on February 21, reports The Business Standard. The injured have been identified as Assistant Commandant Aman Kumar and Constable Rakesh."
28186,False,,,,,,,india,2016,"The Union Minister of Home Affairs (UMHA) Rajnath Singh on June 24 directed authorities concerned to speed up development work in the Left Wing Extremism (LWE) affected areas of various states, an official statement said, reports The Times of India. Chairing a review meeting about the work being carried out in such areas across the affected States, he congratulated all concerned, including central ministries and officials from the states, as progress in development works has picked up during the last two years. However, he stressed the need to build upon this progress further and complete the projects in hand at an even quicker pace, so that the people living in these areas are benefitted and get access to services and facilities at par with other parts of the country, said a UMHA statement. The Minister also noted that deaths due to LWE incidents had declined by 42 per cent during 2015 as compared to 2013."
28810,False,,,,,,,india,2016,"The Maoists also paid tributes to their ‘martyrs’ at Injari panchayat (village level local self government institution) in Pedabayalu mandal (administrative unit) where ‘commander’ Kiran alias Manganna inaugurated a pylon. Some cadres including ‘commander’ Naveen and division committee leader Kakuri Pandanna were present at Garimanda village in Koyyuru mandal. Commenting on these incidents an officer involved in the anti Maoist operations said Maybe they are protecting their members as they do not wish to lose their cadres in another encounter. We have clear information about their movement in the Visakha agency. The Police were anticipating retaliation to the encounter at MarripakaluPalasamaudram area near Puttakota in Koyyuru mandal on May 4, 2016 in which three senior cadres including Galikonda area committee ‘secretary’ Azad were killed."
30977,False,,,,,,,pakistan,2016,"The United States on January 8 said that Pakistan knows well the threat of terrorism and its Government has vowed that they are not going to discriminate between terrorist groups as part of its counterterrorism operations, reports The News. US State Department Spokesman John Kirby, in a media briefing said, “Pakistan itself has condemned Pathankot air base attack and made clear that they are committed to investigate it. US, obviously, would like to see it investigated too as completely and as thoroughly as possible.” Kirby said terrorism is a regional challenge that requires real regional solutions, and the US wants Pakistan to be a part of those solutions.Further, the US State Department said that it was up to the Pakistan Government to determine how long it would take to investigate the attack on the Pathankot airbase following information provided by India, reports Daily Times. The spokesman John Kirby said Pakistan has condemned the attack and has made clear its commitment to investigate it. “It’s not for us to ascribe a timeline to somebody else’s investigation,” spokesman John Kirby said in response to a question at a regular briefing."
26349,False,,,,,,,india,2016,A senior Achik National Liberation Army ANLA militant was killed during an encounter with Police at Mangsang under Rongjeng Police Station in East Garo Hills District on February 11 reports The Shillong Times Police after getting the information about the presence of the militants launched an operation In the exchange of fire between Police and the militants one Mickin Arengh was killed on the spot while others managed to escape
