id,is_relevant,target,source,action,action_type,location,date,country,year,news
33187,False,,,,,,,pakistan,2013,"Human Rights Commission of Pakistan (HRCP) has expressed alarm over escalating confrontation and violence in Karachi and appealed all sides to act in a rational manner and focus on resolving the litany of challenges facing the country, reports The News. In a statement issued, the Commission said the HRCP was appalled by the spike in tensions in Karachi and the murder of a senior politician belonging to Pakistan Tehreek e Insaf (PTI). We reiterate the hope that many matters that emerge out of elections will be resolved rationally and in a non violent manner and without flaring up emotions."
3997,False,,,,,,,india,2015,"The Communist Party of India Maoist (CPI Maoist) is believed to have formed a ‘new committee’ called the Malkangiri Visakha Koraput Divisional Committee with an experienced leader at the helm to strengthen the rank and file and regain their past glory, reports The Times of India on June 28. With the Security Forces (SFs) gradually limiting the movement of the CPI Maoist cadres in the Andhra Odisha Border (AOB) area, the Maoists have reportedly modified its tactics as well as its organizational structure. According to sources, the new division was formed after the visit of Maoist ‘central committee’ leaders to Visakha Agency in May and June this year (2015). Around 14 leaders from the Dandakaranya Zonal Committee of Chhattisgarh, including Maoist central military chief Namballa Kesava Rao alias Ganganna and ‘central regional bureau’ chief Katakam Sudarsan alias Anand are learnt to have visited the district. Few days after their visit, another team of nine members interacted with the squads and area committees in the AOB, sources said. Though one Venu calling himself the head of the Malkangiri Visakha Koraput divisional committee has already begun issuing press notes, the Visakha Rural cops suspect that Venu is none other the dreaded Gajarla Ravi alias Ganesh alias Uday, the present Malkangiri Koraput border (MKB) ‘divisional committee secretary’. Ravi, a chronic diabetic, worked as a North Telangana Special Zonal Committee (NTSZC) member but when the NTSZC lost grip over Telangana due to severe repression by security forces in the form of encounters and arrests as well as surrenders of squad members, he was transferred to the AOB Special Zonal Committee, a senior police officer involved in anti naxal operations said."
57617,False,,,,,,,india,2011,"The Times of India reports that the Security Forces (SFs) in an operation codenamed Operation Up Hills neutralised a Communist Party of India Maoist (CPI Maoist) camp and seized two improvised explosive devices and two country made rifles in Lohardaga and Gumla Districts. The operation was carried out bewteen September 13 to 16 in the bordering areas of the two Districts following specific inputs of Maoist movement. During the exercise, a number of villages Gope, Pahr, Bora, Kumhari, Jamti, Temarkachcha, Katia, Kerar, Putrar, Rorad, Bulbul and Saidatoli were raided. Police also arrested a Maoist, Balkishun Kherwar, a resident of Bulbul under Kisko Police Station area in Lohardaga District during the raid."
3775,False,,,,,,,india,2015,"Acting on tip off, the Police conducted a raid on a Communist Party of India Maoist (CPI Maoist) hideout and arrested three hardcore Maoists, identified as Diwakar Pakar Munda, Umakant Pakar Munda and Mohammad Afsal Aalam, in Khunti District on June 15, reports Zee News. Police also recovered a huge cache of arms and ammunition, which was reportedly looted by the Maoists in 2008. Superintendent of Police (SP), Anis Gupta, said Police had received information that some Maoists were conspiring to attack the area. Soon, a search operation was conducted and as the Maoists tried to run away during the raid, they were arrested by the Police. One of the Maoists was reportedly an arms supplier and informer for the Maoists, said Gupta."
26900,False,,,,,,,india,2013,"SFs also arrested one of Haokip associate, Pradip Das (30), from Amrajan near Sukanjan under Bokajan Police Station of Karbi Anglong on May 11.“We have reports that Haokip attended the Dimapur meeting with NSCN IM and was entrusted with the task of floating a new Kuki rebel outfit. Pradip is reportedly a close associate of Haokip and is assisting him in the mission,” the Police Source said. According to the source, work on floating the Kuki group was in the preliminary stage and the youths had only been provided some weapons to start the groundwork. The outfit was yet to get a name, he added."
46250,False,,,,,,,pakistan,2012,"Citizens Police Liaison Committee (CPLC) reported that abduction for ransom has become an easiest way to get money in Karachi. According to details, the trend of abduction for ransom has risen frequently in the commercial hub of the country, Karachi, where majority of people are paying ransom for release of their dear ones. Sources privy to the matter said that the areas, including Gulistan e Jauhar, Shah Latif Town, Gadap Town and Bin Qasim Town are hit by this menace."
26703,False,,,,,,,india,2013,The Sangai Express reports that two remote controlled Improvised Explosive Device (IED) weighing 6.5 kilograms each were destroyed by a bomb disposal squad on May 1. The IEDs were recovered by 16 Assam Rifles of 10 Sector near Seijang along Imphal Ukhrul road on April 30.
7275,False,,,,,,,pakistan,2015,"Pakistan has outlawed the Haqqani Network, officials said on January 16, days after United States (US) Secretary of State John Kerry urged Prime Minister Nawaz Sharif’s Government to fight groups that threaten Afghan, Indian and US interests, reports Daily Times. Senior Pakistani Government officials said that a formal announcement of the ban would be made “within weeks”. “We have decided to ban the Haqqani Network as a step in implementing the National Action Plan (NAP) devised after the (Peshawar) school attack,” said a Cabinet Member. Meanwhile, the US on January 16 said that Pakistan’s decision to ban the Haqqani Network and some other militant groups is an important step towards eliminating terrorism, reported Dawn. “We welcome (the decision) to outlaw the Haqqani Network, Jama at ud Dawa, and I think about 10 other organisations linked to violent extremism,” State Department Deputy Spokesperson Marie Harf said at a news briefing in Washington. “It is an important step, certainly, towards eliminating terrorist activity in Pakistan,” she said."
38741,False,,,,,,,india,2012,"Communist Party of India Maoist (CPI Maoists) has designed a plan for creation of a confederation of states comprising the North East region of India, parts of Myanmar and the Sylhet area of Bangladesh and according to the plan, the states of the confederation would be created to represent smaller nationalities of the area. The Security Forces (SFs) have unearthed the whole plan recently. In addition, SFs have also managed to get the names of at least a hundred CPI Maoist members from Assam. The plan consists of setting up a strong base in Myanmar through Arunachal Pradesh. The CPI Maoists have already set up a strong base in the Sadiya area of Assam and they have already opened a route to go to Myanmar through Manipur by signing an accord with Manipur based militant group People’s Liberation Army (PLA). Further, The CPI Maoists have also established upper Assam, middle Assam and Lower Assam leading committees."
48524,False,,,,,,,pakistan,2012,"Fewer civilians have died in US drone strikes in Pakistan so far this year than at any other time in the last four years, a report Bureau of Investigative Journalism said July 2, reports Dawn. Three to 24 civilians were reported killed by American CIA drones in Pakistan from January to June, according to the London based Bureau of Investigative Journalism. Reported civilian casualty rates have not been so low since the first half of 2008, when 12 21 civilians reportedly died under former US president George W Bush, it said. It was also a marked decline on the 62 103 civilians reported killed by drone strikes in Pakistan in the first six months of 2011, the bureau added."
