index,id,is_relevant,target,source,action,action_type,location,date,country,year,news
aBjzHHzGwbM5HxmhtGYuKWdvvGqW-news_satp_14.tsv_500,26475,FALSE,[],[],[],,[],[],india,2013,"Following the arrest of Qari Naved alias Fahad Ullah, the divisional commander of Lashkar e Toiba (LeT), another 12 militants and Over Ground Workers (OGW) of the outfit were arrested from Sopore area (Baramulla District) in raids conducted by the Security Forces (SF) since April 18, Daily Excelsior reported. Some of the arrested militants and OGWs have been identified as Manzoor Tantray, Irshad Dar, Fayaz Ganai, Bashir Ahmad Khan, Tanvir Ahmad, Owais Ahmad Janwari, Hilal Bota, Feroz Dar and Shakir Shoukat Bhat. Two pistols and one AK rifle and some ammunition was recovered from their possession.Reports said that LeT leadership, coordinating the activities of the outfit from Pakistan occupied Kashmir (PoK), suspected the involvement of Fahad Ullah in the killing of 9 militants who were killed by the SF different localities of Sopore in a 6 day long operation in December 2012. Fahad Ullah had confined himself to one of the houses in village Marazigund Rafiabad (Baramulla District) since the killing of 9 top militants in Sopore area."
a2z6P.x6TuKzrUrwXp5LPugsWtjW-news_satp_14.tsv_492,42772,FALSE,[],[],[],,[],[],india,2012,"Pakistani Rangers violating the ceasefire opened firing at Rathua and Pansar areas in Hiranagar sector of Kathua District at about 3.30pm of August 15, reports Daily Excelsior. Heavy firing continued for about an hour. The Border Security Force (BSF) retaliated. Intermittent firing continued till night. Some of the people told the Daily Excelsior on phone from forward villages of Pansar and Rathua that they saw such kind of firing on the border for the first time after ceasefire came into force between the two countries in November 2003."
aLxWUSxLj0Zh6Qv6rrMwPRsvtNhS-news_satp_14.tsv_484,38921,FALSE,[],[],[],,[],[],india,2012,"Five cadres of the Communist Party of India Maoist (CPI Maoist) , including a woman, were arrested from a forest in Arki in Khunti District during a joint operation by the Police and the Central Reserve Police Force (CRPF) troopers on March 3, reports The Times of India. Four firearms, including a rifle, along with ammunition and some Maoist literature, including books on Maoist ideology and posters and a map of CRPF camp were recovered from them."
aenDeBjQNv783vfg49Ak1i1fHTdO-news_satp_14.tsv_491,26538,FALSE,[],[],[],,[],[],india,2013,"Investment in the State has been badly affected because of militancy despite efforts being made to attract investors, while many non Naga businessmen have fled the State for fear of their lives, reports The Telegraph. The representative of the MHA said many projects were abandoned by contractors because of rampant extortion by the militants. The All Nagaland School Teachers Association has directed its members not to attend their classes from April 24 as a mark of resentment against the abduction of two Government primary school teachers in Wokha District on April 12 by the cadres of the NSCN Isak Muivah (NSCN IM). They were abducted from Hanku and Nitropen villages for not paying tax. The associations president, Ponchulo Wanth, said the teachers were frequently harassed, intimidated and assaulted for non payment of tax on time. The Nagaland Government Higher Secondary School Employees Association has also condemned the action of militants. The Naga Students Federation (NSF) has asked schoolteachers not to pay any tax to the rebels.There are now at least seven militant groups in the state  NSCN IM, NSCN KK, NSCN K, Naga National Council Federal Government of Nagaland Adinno (NNC FGN Adinno), NNC Hozheto, NNC V. Nagi and FGN Singya."
aLytDYkPQnNMpmF0CnPtGiywJq_q-news_satp_14.tsv_496,12659,FALSE,[],[],[],,[],[],india,2014,"The Shillong Times reports that a Garo National Liberation Army (GNLA) cadre, identified as Harison M Sangma alias Ranja, alias Rabal surrendered to Dainadubi Police in the night of February 24. Police sources informed that Harison was summoned to GNLA camp by a cadre identified as Piliport with the intention to eliminate Harison as per orders of Sohan D Shira, the GNLA chief. Sensing trouble, Harison escaped and came to Dainadubi police station and surrendered. After surrendering he led the police team to a nearby forest where he had buried his pistol, five live ammunition and one VHF communication handset. Harison said, GNLA has been on a killing spree of its cadres on some pretext or other and that many of the cadres were killed and their bodies buried in the forest. He also informed that Ajan Momin alias Jimmy of Williamnagar area is the most brutal member and has eliminated many cadres. Harison says he became disillusioned by the killings and escaped. Many of the escaped cadres are joining Songna An Pachakgipa Kotok (ASAK) led by Reding T Sangma, which is a breakaway faction of GNLA. Police sources say that this is actually a fight to control the extortion racket on National Highway 62 and coal mines."
aa3UcMtGsPBGLWihkXhZSqGSTF5u-news_satp_14.tsv_499,9649,FALSE,[],[],[],,[],[],pakistan,2015,"Federal Minister of Interior Chaudhry Nisar Ali Khan on December 18 told the National Assembly that he wants to rid Islamabad of illegal madrassas (religious seminaries) and their students and for this he needs across the board political support, reports Dawn. He said, The problem is not as simple as it looks from outside because there are 25,000 madrassa students in the city. Chaudhry Nisar said it was not possible for the Government to confront all the illegal madrassas through the Police. We have already seen the result of the use of force in the case of Lal Masjid where 100 students lost their lives in a military operation in 2007. Yes, there is a problem which needs to be tackled in a peaceful manner. He further said that the past policies of the military and political elite are responsible for bringing the country to a level where it has become difficult to govern. We are all responsible for creating this mess in the country, where it is easy to commit bad deeds and people find it difficult to do good things, he added."
aUptvX5AYr0cBWbYr6hirxbde3mG-news_satp_14.tsv_482,18699,FALSE,[],[],[],,[],[],india,2014,"The chairman of the Breakaway faction of Achik National Volunteer Council (ANVC B) Bernard R Marak stated that some of the surrendered militants of ANVC and ANVC B may go back to jungles if they are not rehabilitated as promised by the Government, reports The Sentinel on December 19. There are half a dozen militant groups operating in the Five Districts of Garo hills conducting extortion and abduction for ransom and engaging the Security Forces in the name of separate Garo land. The chairman stated that If the government fails to rehabilitate them ,my fear is that they might be lure by my friends who are still in the jungles. The State government has assured to provide vocational training to all the surrendered militants."
aT7GXB1xbDaaOlb6df72o5.IUbCm-news_satp_14.tsv_498,27773,FALSE,[],[],[],,[],[],india,2013,"Violating the Cease Fire Agreement (CFA), Pakistan Army resorted to heavy firing on June 25 along the Line of Control (LoC) in Poonch sector (Poonch District) in the day light with aim push a group of four to five militants into the Indian side, reports Daily Excelsior. However, the Security Forces (SFs) retaliated to neutralize the militants and foiled the infiltration attempt. No casualties or damage on Indian side was reported in firing by the Pakistani troops."
amhwYOryujcWtmhpS57xEByFrW.e-news_satp_14.tsv_486,9693,FALSE,[],[],[],,[],[],pakistan,2015,"The Human Rights Commission of Pakistan (HRCP) chairperson Zohra Yusuf on December 27 raised concerns over a rise in extrajudicial killings and lack of transparency in the way the paramilitary force operates, reports Dawn. She said there had been a clear decrease in targeted killings, extortion and kidnapping for ransom in Karachi, but sectarian killings persisted. She further said that the HRCP was worried over the rise in extrajudicial killings and lack of transparency about the number of people picked up or later let off. When the operation began two years back, there were talks about constituting a monitoring committee, which will keep a check on the workings of the paramilitary forces and to ensure that no innocent person is arrested. The Muttahida Qaumi Movement suggested the name of Justice Nasir Aslam Zahid for the committee but nothing has happened yet, Yusuf said. Meanwhile, according to Karachi Polices statistics, there was a marked improvement in the law and order situation in Karachi in the year 2015 primarily because of the intensified efforts of Police and Rangers in the crackdown against criminals, but nevertheless street crimes continued to surge in the city and there were some major terrorist attacks too, reports The News. The statistics show a decline in all categories of crimes, the only exception being the cases of cell phone snatching. There was a remarkable decrease in target killing cases in 2015. 863 people were murdered in comparison with 1,823 the previous year. Besides, 81 Policemen, seven Rangers and two Military Police personnel fell in the line of duty in 2015. Of the policemen killed in 2015, 64 were targeted in drive by shootings, three in blasts, nine in encounters with terrorists, two over personal enmity and two while resisting robberies."
au4K9IPkynZn8e.sjMSl0D8rlJbe-news_satp_14.tsv_494,61762,FALSE,[],[],[],,[],[],pakistan,2011,"The Hindu reported that Brylcreem and 30 plus were some of the codes used for monetary transactions between Inter Services Intelligence (ISI) and Fai. In the affidavit submitted by the FBI, investigators said in a conversation Fai s Pakistani handler Javed Azeed Khan had asked him if he had received all the goods. In reply, Fai told him everything had been received except Brylcreem, 75 milligram. FBI investigators suspect that was a code for transferring the USD 75,000 demanded by Fai from his ISI handlers for spreading propaganda in the US through his Kashmiri American Council. Next year, Fai used a different code for demanding money from another handler, Ahmed  the famous brand of energy capsules 30 plus. FBI believes 30 plus was a code for supplying USD 30,000. Library in Islamabad was the code for ISI s Security Directorate, Tall Man was ISI Major General Mumtaz Ahmad Bajwa, who retired on April 30, 2010. Many of these codes were medical terminology. Sometimes it was in publishing lingo  157 page draft meant USD 157,000, last edition meant the last instalment of the money and 15 copies meant USD 15,000."
