id,is_relevant,target,source,action,action_type,location,date,country,year,news
39955,True,['persons'],,"['injuries', 'hand grenade', 'exploded']","['NotSpecified', 'NotSpecified', 'NotSpecified']",['Imphal West'],"['April 24', 'Jiban']",india,2012,"The Sangai Express reports that two persons, identified as Nongthombam Jayanta and Sorokhaibam Naoba, sustained injuries when a hand grenade exploded near the residence of Jiban at Lamphel Sanakeithel in Imphal West District on April 24. It has been reported that Jiban and his wife Modhubala had received threats on April 22 from an armed group."
8054,True,"['soldier', 'soldier']","['militants', 'militants']","['injuries', 'roadside blast', 'improvised explosive device', 'IED', 'explosion', 'injuries', 'blast']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']","['Ghongat Jowar', 'Ghongat Jowar']",['April 21'],pakistan,2015,"A soldier sustained injuries in a roadside blast in the Ghongat Jowar area of Safi tehsil (revenue unit) in Mohmand Agency of Federally Administered Tribal Areas (FATA) on April 21, reports The News. Sources said that militants had planted an improvised explosive device (IED) on a roadside in the Ghongat Jowar area. The militants triggered the explosion when a patrolling vehicle of Security Forces (SFs) was passing through the area. A soldier Izharullah sustained injuries in the blast."
22213,False,,,,,,,pakistan,2014,"A total of 925 suspects were killed across Karachi in shootouts and 160 personnel of Police and Rangers fell in the line of duty during the year 2014, Dawn reported on January 1. According to official figures, 701 suspects were killed in ‘encounters’ with Police and 224 were gunned down in shootouts with the paramilitary Rangers while 143 personnel of police and 17 of Rangers were killed in targeted attacks in the metropolis, said spokespersons for police and Rangers.The fallen Policemen included Criminal Investigation Department (CID) Senior Superintendent of Police (SSP) Chaudhry Aslam Khan, who died in a suicide attack on his vehicle and five inspectors, sub inspectors and constables, said Police spokesman Atiq Ahmed Shaikh. In addition, 111 suspected terrorists and gangsters were arrested and 50 Rangers’ men suffered injuries during the ongoing targeted operation, said the Rangers spokesman."
62071,False,,,,,,,pakistan,2011,"Husain Haqqani, Pakistan s Ambassador to Washington, on August 11 accused the United States (US) of alienating Pakistanis by coming into the country in a military fashion “with guns blazing” to conduct the unilateral raid that killed Osama bin Laden in his Abbottabad hideout on May 1, reported Indian Express. When the Americans come into Pakistan in a military fashion, unilaterally with guns blazing, essentially they are creating fear amongst the populous, which instead of looking upon them as friends starts being suspicious, said Haqqani, adding, “while Pakistanis continue to see America as a fickle ally, Americans continue to doubt Pakistan s commitment in eliminating all forms of terrorism from its soil.”"
27825,False,,,,,,,india,2013,"The gangster and key accused in the 1993 Mumbai serial blasts, Abu Salem to was shot at and sustained minor injury inside Taloja jail in Navi Mumbai area (Raigad District) in the night of June 27, reports Hindustan Times. Devendra Jagtap alias JD, a former aide of deceased gang leader Bharat Nepali, had allegedly shot two rounds at him. While one grazed Salem’s hand, the other missed him. The Times of India adds, the underworld don Dawood Ibrahim has claimed the responsibility of attack on his split away gangster Abu Salem."
52500,False,,,,,,,srilanka,2012,"The Tamil National Alliance (TNA) on June 14 blamed the translator, who has translated the constitution of the alliance s main constituent, Ilankai Tamil Arasu Katchi (ITAK) that had called for a separate state for the Tamil people in Sri Lanka, reports Colombo Page. The TNA leaders told that a certified translator has made a deliberate false translation of the ITAK constitution, which was in Tamil, to English and the translated sworn affidavit filed in the Supreme Court has portrayed the ITAK as a party that stood for secession of the Tamil parts from Sri Lanka. They clarified that ITAK did not stand for a separate Tamil and a separate Muslim State in Sri Lanka."
35324,False,,,,,,,pakistan,2013,"a train coming from Karachi was halted at the Jacobabad Railways Station due to rumours about a bomb in the train. Jacobabad Senior Superintendent of Police (SSP) Zafar Iqbal Malik along with heavy Police force and BDS reached the Railway Station. After a three hour long search, the train and station was cleared by the authorities."
55163,False,,,,,,,india,2011,"According to disclosures made Guantanamo Bay detainees released by Wikileaks al Qaeda operatives used a New Delhi based organisation, Tablighi Jamaat, as a cover to obtain travel documents and shelter, Indian Express reported on may 9. Furthermore, say the paper, at least three of the hardcore inmates at the prison had stayed at the organisation’s facilities in Delhi and around. The records revealed by Wikileaks contain interrogation reports and analysis of 779 inmates of the Cuba bay prison. The US records identify the New Delhi headquartered Jamaat Tabligh (JT) (as the name appears in its records) as a “proselytising organisation that willingly supports terrorists”. Also according to reports al Qaeda used the JT to facilitate and fund the international travels of its members. Most recently the JT has been linked to the July 11 2006, terrorist attacks in Mumbai’s local trains, in which at least 207 people were killed and over 800 injured.” Several of the inmates are recorded as having used JT’s facilities in India and abroad for shelter and travel documents."
36798,False,,,,,,,srilanka,2013,"Land and Land Development Minister Janaka Bandara Thennakoon on March 13 (today) said that the Government will vest around 21,000 acres of land in the Jaffna Peninsula, taken over for military purposes during the war, among their original owners, reports Daily News. He said the Security Forces have already handed over the lands to the Government which they used as camps, check points, bunkers and other military establishments during the humanitarian operation. “We are now looking for the original owners of these lands and we hope to take immediate measures to resolve all disputes that arose due to the requisition of civilian land for military establishments in the Northern and Eastern Provinces,” the minister said. The Land and Land Development Ministry has taken measures to launch a special programme to solve the land disputes in these areas and it will be implemented in the near future on a priority basis. All problems related to lands in those areas are to be solved within next two years, Minister Tennakoon further stated."
44231,False,,,,,,,india,2012,"a joint team of District Voluntary Force (DVF) and Central Reserve Police Force (CRPF) arrested a Maoist, identified as Sanatan Deep (30), during a combing operation in Arhwal reserve forest range of Paikamal in Bargarh District, reports The Times of India. Police claimed that Sanatan was wanted in connection with killing of home guard Narayan Suna and contractor Itar Muhammad Khan and in a series of offensives in Paikmal Police Station area in the past few months. He was also allegedly involved in setting ablaze of vehicles and country liquor units besides indulging in extortion."
