id,is_relevant,target,source,action,action_type,location,date,country,year,news
41745,False,,,,,,,india,2012,"The Communist Party of India Maoist (CPI Maoist) is losing its base in North Chhotanagpur zone of Jharkhand, comprising seven Districts of Dhanbad, Bokaro, Koderma, Giridih, Chatra, Hazaribagh and Ramgarh, said Inspector General of Police of North Chhotanagpur zone, M L Meena on July 5, reports The Times of India. The place is no more a Maoist stronghold as Police have arrested large number of Maoists from this area in the last few months. The outfit is facing dearth of cadres with no newcomers joining it. Besides, frequent raids to curb illegal coal mining and transportation activities have badly hit their revenue earnings. However, Meena said that there is a chance of Maoists triggering violent incidents in coming days as they are trying to register their presence among people in a big way. The Police have been put on alert for combat. Maoist menace in the area has decreased. The cadres could be hiding in remote areas where penetration of Police forces is less, he said. Meena said that the Maoists at present have confined their presence and movement to Jhumra and Upperghat in Bokaro, Pirtanda, Parasnath and Tundi belt in Giridih and Dhanbad beside Gaya Palamu border areas in Chatra. However the Police Forces are frequently raiding these areas to keep a tab on the developments."
31410,False,,,,,,,india,2013,"The Jammu and Kashmir (J K) Chief Minister (CM) Omar Abdullah on December 22 said “while there has been a decrease in militant strikes since 2012, militants were however largely successful in carrying out some targeted attacks”, reports Greater Kashmir. “The number of (militant) attacks has overall decreased from 2012, but security forces were specifically targeted in some cases where militants have been largely successful. For that, we need to change our strategy and it is the evidence of a fact that militants have understood that there is a pressure on them from security forces,” he told on the sidelines of passing out parade for paramilitary Central Reserve Police Force (CRPF) men at Humhama in Budgam District. The Chief Minister said militants want to down the morale of Security Forces (SFs). “And by attacking them, they think their morale is increasing. But this is not the case. Neither does their morale increase nor is the security forces’ morale decreased,” Omar added. “To ensure such incidents don’t take place in future, we have already prepared for that.”"
16774,False,,,,,,,india,2014,"A self styled local ‘area commander’ of the Garo National Liberation Army (GNLA) , identified as Solly Sangma (30), was arrested from a rented apartment at Salbari on the outskirts of Siliguri town in Darjeeling District on September 20, reports The Telegraph. “Acting on a tip off, a joint team of Meghalaya Police and Pradhannagar Police Station here raided the apartment and arrested Solly. Some documents, which establish his connection with the GNLA, were also recovered,” O.G. Pal, Deputy Superintendent of Siliguri Metropolitan Police, said. A car, a laptop, two voter cards, two PAN cards, two driving licences and three mobile phones were also recovered from him."
19653,False,,,,,,,pakistan,2014,"Prime Minister’s Advisor on National Security and Foreign Affairs Sartaj Aziz said on March 14 that the United States (US) had not stopped drone attacks in tribal areas as part of any reconciliation between the two countries, reports The News. He said that the US had not stopped the drone attacks as a facility for Pakistan to hold talks with Tehreek e Taliban Pakistan (TTP). He said that Prime Minister Nawaz Sharif during his visit to US had told President Barack Obama about ineffectiveness of drone attacks. “Although the US has not announced formally to stop drone attacks and it will not do so, it seems Barrack Obama has understood Pakistan views on use of unmanned aircraft”, he added."
42490,False,,,,,,,india,2012,"top police officers in Pune on August 2 refuted reports of having received a specific report from the State Intelligence Department (SID) or letters warning them about the bomb blasts on the busy Jangli Maharaj road a day earlier, reports Times of India. Joint Commissioner of Police (law and order) Sanjeev Kumar Singhal said that during the last few months some Police Stations had received anonymous letters warning about terror attacks in the city. The Police Commissioner s office too had received such letters. We never ignore such letters and we take all the necessary preventive actions. We make the best possible efforts to identify the source sending such letters even if they are hoaxes, he said. Singhal denied receiving threatening emails, adding that the source of the email can be easily detected. Times of India quoted an unnamed official as saying that a design flaw in the bombs caused them to explode partially and prevented the shrapnel from spreading. Without naming any group, an unnamed Home Ministry official in New Delhi said there were credible leads pointing to a big plan by a terror outfit. Preliminary forensic result which is an outcome of the detailed examination of the two unexploded IEDs and nature of blasts shows that the bomb had all the ingredients to cause a much bigger impact and had the potential to take lives of many people. Also, in Pune, Police bomb experts who supervised dismantling of the devices also said the four bombs placed on Jangli Maharaj road exploded only partly. Had these and the two that were defused gone off fully, the damage caused would have been major , they said."
37960,False,,,,,,,india,2012,"Mumbai Mirror on January 16 (today) reported that the three men who planned and executed serial blasts in Mumbai and Delhi High Court blast in 2011, were holed up in an apartment in Byculla, not more than 15 minutes walk from the Anti Terrorist Squad s Nagpada headquarters, till just a few weeks ago. The report quoting reliable sources said, the trio comprising two Pakistanis and India s most wanted Yasin Bhatkal alias Shahrukh of Indian Mujahideen (IM) during their stay in Mumbai, found time to travel to Delhi to plant a bomb near Delhi High Court. The safe house, an apartment on the third floor of Habib building near Byculla Railway Station, is now locked and its owner a woman has been detained by the ATS for questioning. An unidentified man who had negotiated the apartment s lease, has also been picked up."
15860,False,,,,,,,india,2014,"The Sentinel reports on August 10 that five militants of the Tai Singpho Security Force (TSSF) have been arrested by Police from Changlang, Lohit (Arunachal Pradesh) and Tinsukia (Assam) Districts during a three day operation. Two pistols, 1 US carbine, 1 12 bore rifle and 1 .22 rifle have been recovered from them. Colonel SB Mishra of the 12 Assam Regiment who led the operation informed that the Security Forces were aware of the formation of a new group since four to five months back but could not confirm it. Recently, a member of the group made an extortion call to Gupta Tea Estate near Diyun in Chnaglang District and after tracing the call the culprit was arrested. This led to further arrests and the exposure of the group. On August 10 evening, all the arrested have been handed over to Lohit Police, he added."
45479,False,,,,,,,india,2012,"Basudev Bhoi, a Left Wing Extremist (LWE) and an aide of Sabyasachi Panda, the leader of the Odisha Maobadi Party (OMP) surrendered before Police in Kandhamal District on December 29, reports The Times of India. Bhoi from Kandhamal s Kambanaju village had joined the OMP about eight months ago and received gun training in a Maoist camp. But he escaped from a Maoist camp just two days before the encounter at Bhaliaguda on November 14. He has given some vital clues about Panda and his camps, a Police officer said."
6216,False,,,,,,,india,2015,"SF personnel undertaking combing operation in Madded region arrested Santu and Bheema after an encounter and also recovered two muzzle loading guns from their possession, informed Police. Santu was active member of platoon number 11 while Bheema was working as Bhadrakali jan (people s) militia Commander, Police said, adding that Santu was carrying cash reward of INR 200,000 while the Government has declared INR 100,000 reward on Bheema. The duo was involved in the incident of setting as many as 37 vehicles on fire in Bijapur on October 30, added Police. Lakhmu who was active in the banned organization as head of Nukanpal Jantana Sarkar (People s Government), was also arrested after an encounter, Police said and informed that a muzzle loading gun, two country made pistols and other articles were recovered from his possession. Other arrested cadres were working in lower ranks, added Police."
40266,False,,,,,,,india,2012,"US Secretary of State Hillary Clinton during a town hall meeting at Kolkata on May 7 said that Pakistan had not taken enough action against Hafiz Muhammad Saeed, the Lashkar e Toiba (LeT) chief blamed for masterminding the November 26, 2008, (also known as 26 11) attack on Mumbai, reported Daily Times. “We’re well aware that there have not yet been the steps taken by the Pakistani Government to do what both India and the US have repeatedly requested them they do,” Clinton said, adding, “And we’re going to keep pushing that point. So it’s a way of raising the visibility and pointing out to those who are associated with him that there is a cost for that.”"
