id,is_relevant,target,source,action,action_type,location,date,country,year,news
28166,False,,,,,,,india,2016,"Imphal West District Police arrested a man who is the ‘publicity in charge’ of Joint Committee on the Inner Line Permit System (JCILPS) Sagolband New Cachar road, identified as Nameirakpam Mangi alias Yaima (48) along with explosive materials from Yurembam Mayai Leikai in Imphal West District in the wee hours of June 23, reports The Sangai Express. He was arrested after the security team recovered 27 Gelatine sticks, 50 detonators, two 6 feet long non electric safety fuses, two mobile phones and one Honda Activa during the raid, the Superintendent of Police (SP) Dr AK Jhalajit said. Nameirakpam Mangi is said to be a member of National Revolutionary Front of Manipur (NRFM). SP further stated that Mangi revealed that he is working under the direct command of NRFM ‘commander’ Binodon alias Kishan alias Wangba and Dhabalo alias Paikhomba. He added said that Mangi runs a bomb factory at his house for the outfit and the required funds for the said factory are supplied by the two NRFM commanders.Meanwhile, normal life in Imphal and other areas was crippled on the first day of the 48 hours State wide bandh imposed by the Joint Action Committee (JAC) against the declaration of ‘wanted’ tag on former JCILPS convener Khomdram Ratan and the demand for implementation of Inner Line Permit System (ILPS), reports The Sangai Express on June 24. The bandh hampered all forms of business activities in Imphal city and other major business centres in and around the State capital. All inter district passenger services remained off the road though few private vehicles related with emergency service and religious activities were seen plying.Also, the wife of slain PREPAK VC (Vice Chairman faction of People s Revolutionary Party of Kangleipak) leader Ningombam Nabachandra, Ningombam (O) Indira on June 23 asked the State Government whether all surrendered militants should be thrown to the gallows like her husband, reports The Sangai Express. Speaking to media persons at their Thangmeiband Lourungpurel Leikai residence, Indira decried the way her husband was allowed to be shot dead inside the fortified complex of 7th Bn Manipur Rifles. The daring murder has reduced to nought all the Government’s attempts to bring the militants to the mainstream, she said."
27958,False,,,,,,,india,2016,"The Visakha Rural Police have launched a poster campaign highlighting the rewards that one can get by disclosing the where about of top Naxal Left Wing Extremist (LWE) leaders in the agency area and Andhra Odisha Border (AOB), reports The Times of India on June 8. The posters have appeared in various villages of Koyyuru, GK Veedhi, and Chintapalli mandals (administrative unit) at a time when the CPI Maoist are struggling to regain foothold in the east division following encounters and loss of men in the past one year. Some of the posters have the pictures of east division secretary Chalapati alias Kailasam and his wife Venkata Ravi Chaitanya alias Aruna along with other details such as their age, cast, reward amount and native villages. The cops have also published two phone numbers and asked the public to call on them to inform about their whereabouts with the assurance that their identity would be kept a secret. Sources said Chalapati joined the People s War Group (PWG) in the late 80s and has been working in the AOB Border areas since then. He rose up to the level of AOB military commission chief and also alternative central committee leader. However, because of the setbacks that the Maoists received under his leadership, he was demoted as a division committee member a few years ago. According to posters, Chalapati carries a reward of INR 2 million on his head while his wife Aruna, deputy to Koraput Srikakulam division committee secretary Daya, carries a reward of INR 500, 000."
30768,False,,,,,,,india,2016,"Sashastra Seema Bal (SSB) and District Police have arrested two hardcore Naxalites Left Wing Extremist (LWE) during a raid in Bhaluka Jungles of Jamui District on December 17, reports PTI. The Naxalites, arrested on December 17, are Pankaj Yadav, self styled ‘area commander’ of the outfit, and another hardcore Naxalite Bhola Yadav, Superintendent of Police (SP), Jayant Kant and SSB Commandant, M S Yadav told reporters during a joint press conference here on December 19. Pankaj Yadav is the resident of Abhaypur village under Piri Bazar Police Station area of Munger District while Bhola Yadav is the resident of Amarakh village under Jamui Police Station area of Jamui District, Jayant Kant said, adding that these Naxalites were arrested during a joint operation carried out by SSB and District Police. The Police seized two rifles, one automatic pistol, 305 shells of cartridge, two hand grenades, two mobile phones, one motorcycle and seven live bombs from their possession, the SP said. The twonaxalites were sent to Jamui Jail on December 18 after being interrogated."
32563,False,,,,,,,nepal,2016,"The Supreme Court (SC) on March 15 allowed arrest and prosecution of Unified Communist Party of Nepal Maoist (UCPN M) leader and former Constituent Assembly (CA) member Keshav Rai charged with murders committed during the armed insurgency period, reports Republica. A bench of Chief Justice Kalyan Shrestha and Justice Om Prakash Mishra quashed writ petitions filed by Rai and his colleagues against arrest warrants issued against them by Okhaldhunga District Court. The District Court had issued the arrest warrants against Rai and others for not appearing in court despite repeated orders to do so.On December 8, 2010, Rai had moved the apex court, arguing that the arrest warrant issued against him ran counter to legal provisions and the spirit of the Comprehensive Peace Accord (CPA)."
31846,False,,,,,,,pakistan,2016,"Pakistan Rangers on July 21 issued a statement highlighting the targeted operation conducted by the paramilitary force since 2013,reports The News. According to the statement, acting under powers bestowed on the paramilitary force under Article 147, the Pakistan Rangers Sindh arrested 533 suspects out of whom 478 suspects were handed over to the Police for processing while 55 suspects were handed over to various law enforcement agencies including FIA, ANF, Pakistan Customs, FC and the Irrigation Department. The paramilitary force detained 127 illegal Afghan nationals, 34 members of banned organizations, 16 members of separatist groups, 4 members belonging to MQM’s militant wing, 18 dacoits, 10 smugglers, 11 poachers, 24 drug dealers and 234 suspects involved in various crimes, the statement added."
29812,False,,,,,,,india,2016,"District Police arrested three cadres of the Communist Party of IndiaMaoist (CPIMaoist), including a ‘zonal commander’ in Dumka District on October 8, and also recovered huge quantity of explosive materials after clues were provided by the arrested rebels, reports The Times of India. Briefing the media, Superintendent of Police (SP) of Dumka, Prabhat Kumar said the ‘zonal commander’ Kanchan Yadav, belonging to Ahardih village under Narayanpur Police Station of Jamtara District, carried a reward of INR one million. Kumar had constituted three separate teams to arrest Yadav following a tip off about his activities in the rebelhit Masalia Police Station area and was finally arrested from Jhandapahad locality near Basmatta village on October 7. Based on information provided by Yadav, Police later arrested two other rebels. A total of 64 packets of gelatin, 164 detonators INR 35,000 in cash and Naxal Left Wing Extremism (LWE) literatures have been recovered by the Police. Yadav joined the Maoist outfit in 1997 and was instrumental in expanding the base of CPIMaoist in Santhal Pargana. Kumar said Yadav was involved in some of the most violent incidents in Santhal Pargana since the ambush on the Security Forces (SFs) in Pokhariya village in Shikaripara in April, 2008. The then OfficerinCharge (OIC) of Shikaripara Police Station and two constables had died in the ambush. Yadav also knew about many of the rebels involved in the killing of the former Pakur SP Amarjit Balihar and ambush on the polling party during the last Lok Sabha elections at Kathikund and Shikaripara Police Station areas respectively."
30657,False,,,,,,,india,2016,"Four Communist Party of India Maoist (CPI Maoist) leaders, carrying cash rewards of various amounts on their heads, were arrested from Karkeli weekly market in Bedre area in Bijapur District on December 9evening, reports The New Indian Express. Sub Divisional Officer of Police (SDOP) Prashant Shukla said that, among the arrested Maoists, Waale Pallo (35) head of Chetna Natya Manch (CNM), a cultural wing of Maoists, was a prominent cadre and carried a reward of INR 3 lakh on his head. Besides, three others head of Dandakaranya Adivasi Kisan Majdoor Sangthan (DAKMS) of Maoists, Doli Majji (45), militia commander Somdu Tati (28), another head of DAKMS Karve Majji, the SDOP said, adding, that they all were carrying reward of INR 1 lakh each. During interrogation, they have admitted that they were conducting a recee in a bid to launch attack on Karkeli police camp. Earlier too they had been part of the Maoist squad that had attacked this camp, SDOP said. Besides, all four Maoists were allegedly involved in the incidents of attempt to murder, kidnapping, damaging roads, torching vehicles and attacks on Police party, he added."
29537,False,,,,,,,india,2016,"An I.K. Songbijit faction of the National Democratic Front of Bodoland (NDFB IKS) militant, identified as Rajib Basumatary alias Mirgang alias Merbang alias Mergom, who escaped from Police custody in July 13, was killed in an operation by Security Forces (SFs) in the Labanyapur area of Kokrajhar District on September 22, reports The Telegraph. According to the Police, a search operation was launched in the area based on a tip off and subsequently an encounter took place and Basumatary was killed. Police sources said Basumatary was a senior NDFB IKS cadre and an under trial, who had escaped from Police custody on July 13 at Choibari tea garden on the way to Kokrajhar District jail from the NIA court in Guwahati. A .22mm pistol, three live rounds of .22 ammunition, two 36HE grenades, and six cases of 7.62mm pistol ammunition were also recovered from him."
31356,False,,,,,,,pakistan,2016,"On March 25 (today) that the Madrassa Reforms Project, which was initiated during the regime of Pervez Musharraf, is still incomplete despite the lapse of many years. Under the project, some 8,000 Islamic seminaries, about 1.6 million students and approximately 120,000 teachers of these madrassas were to be registered, but even after almost 12 years only 432 madrassas have been registered and out of them only 36 are getting funds from the Ministry of Religious Affairs."
28436,False,,,,,,,india,2016,"The Mizoram Government will formally convey to the leadership of Manipur based militant outfit, Hmar People s Convention Democracy (HPC D) its willingness to hold talks, reports The Shillong Times. A senior official in the State Home department on July 12 said the proposal for initiating negotiations with HPC D was already approved by Chief Minister Lal Thanhawla. The Home Department has been asked to pursue the matter. The official, however, did not say whether HPC D’s ‘self styled army chief’ Lalropuia Famhoite, now incarcerated at the Central Jail near Aizawl, would be released to participate in the talks.Mizoram Home Minister R Lalzirliana announced that the State Government was willing to initiate talks with the Hmar outfit after people of the north eastern part of the state adjoining Manipur, who have been hit by insurgency for years, made a number of appeals to the Government to bring peace in the area. The HPC D, formed in 1997, had been demanding a separate autonomous District council in the north eastern part of the state and indulging in violent activities to press their demands from across the Manipur border."
