id,is_relevant,target,source,action,action_type,location,date,country,year,news
23592,True,"['soldier', 'soldiers']","['militants', 'militants']","['killed', 'injuries', 'fire', 'sniper fire']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']","['Pak Afghan border', 'Khyber Agency']",['October 3'],pakistan,2017,A soldier was killed and another sustained injuries when militants opened fire on a forces check post in the Rajgal area along the Pak Afghan border of Bara tehsil revenue unit of Khyber Agency in Federally Administered Tribal Areas FATA on October 3 reports Daily Times Two soldiers posted at the checkpoint were targeted with sniper fire from across the border officials said The militants then escaped from the area
23107,True,['tribesman'],,"['killed', 'roadside bomb', 'blast']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Mohmand Agency'],['February 22'],pakistan,2017,Meanwhile a tribesman identified as Bahadur Khan was killed in a roadside bomb blast in Dawizai area of Pandyali tehsil revenue unit in Mohmand Agency of on February 22 reports Daily Times
20191,True,"['Security Forces', 'SFs', 'Central Reserve Police Force', 'CRPF', 'CRPF', 'SFs']","['militants', 'militants', 'militants', 'militants', 'killed']","['fire', 'attack', 'fire', 'gun battle', 'firing', 'suicide attack']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Bombing/Explosion']","['Bandipora', 'Jammu and Kashmir', 'Bandipora']",['June 5'],india,2017,Four militants were killed in retaliatory fire by Security Forces SFs as they attempted to attack a Central Reserve Police Force CRPF camp at Sumbal in Bandipora District of Jammu and Kashmir J K early on June 5 today reports Daily Excelsior According to The Times of India the heavily armed militants tried to enter the camp of 45 Battalion CRPF at Sumbal in Bandipora at around 3 45am by opening fire at the sentry post The gun battle between the SFs and militants went on till 6 15am Four militants were killed in the retaliatory firing and the suicide attack was foiled the Police official said Their bodies were recovered along with four AK rifles one UBGL Under Barrel Grenade Launcher grenades and hand grenades
17878,True,"['leader', 'Jatiyo Samajtantrik Dal', 'JSD', 'president']","['unidentified assailants', 'assailants']","['shot', 'death', 'shot', 'stabbed', 'injured']","['Assassination', 'Assassination', 'Assassination', 'Unarmed Assault', 'Assassination']","['Baghanbari Swarighat', 'Old Dhaka', 'Chawkbazar', 'Chawkbazar']",['July 28'],bangladesh,2017,A local leader of Jatiyo Samajtantrik Dal JSD a political party was shot to death by unidentified assailants in Baghanbari Swarighat area in Old Dhaka on July 28 reports The Daily Star The deceased was identified as Manzur Hossain 28 of Keraniganj also president of ward number 28 unit under Lalbagh Thana of Jasad Muradul Islam officer in charge of Chawkbazar Police Station said the assailants picked Manzur up from Chawkbazar area shot and stabbed leaving him critically injured Later Manzur succumbed to his injuries
21194,True,"['Security Force', 'SF', 'personnel', 'Central Reserve Police Force', 'CRPF', 'Police', 'CRPF', 'personnel', 'Policeman']","['militants', 'Militants']","['injured', 'grenade', 'attack', 'grenade', 'injured', 'grenade']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Budgam'],['August 14'],india,2017,Four Security Force SF personnel were injured in a grenade attack by militants in Budgam District on August 14 reports Daily Excelsior Militants hurled a grenade at a Road Opening Party ROP of Central Reserve Police Force CRPF and Police at Batpora in Magam area 20 kilometres from Srinagar a Police official said He said three CRPF personnel and one Policeman were injured in the grenade blast
17682,True,['five storey building'],"['suspected militants', 'suspected militants', 'militant']",['explosives'],['Bombing/Explosion'],"['Sylhet', 'Sylhet']",['March 24'],bangladesh,2017,Police on March 24 cordoned off a five storey building in Sylhet city of Sylhet District where suspected militants are believed to have been holing up with a huge cache of explosives reports The Daily Star Police said that at least two suspected militants a male and a female were inside one of the six apartments on Atia Villa s ground floor Police couldn t enter the building as the militant suspects blocked the entrance to the main building with a refrigerator
24614,True,"['vehicle', 'candidate']",,"['improvised explosive device', 'IED', 'IED']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Sarlahi'],['December 4'],nepal,2017,An improvised explosive device IED was detonated on December 4 targeting a vehicle belonging to Narendra Sah an independent candidate for the federal parliament from Sarlahi 3 in Sarlahi District reports Kathmandu Post Sah was heading towards Karmaiya from Hajariya on a jeep Na 2 Cha 2019 when the IED went off near a stream three kilometres from the East West Highway There were no casualties
23512,True,"['Frontier Corps', 'FC personnel', 'lieutenant colonel', 'others', 'FC personnel', 'others', 'officer', 'FC personnel']",['unidentified militants'],"['martyred', 'injured', 'fire', 'died', 'injured', 'attack', 'firing', 'damaged']","['Assassination', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']","['Washuk', 'Balochistan']",['September 4'],pakistan,2017,Three Frontier Corps FC personnel including a lieutenant colonel were martyred while three others were injured as unidentified militants opened fire on their convoy in Washuk District of Balochistan in the evening of September 4 reports Dawn Three FC personnel died while three others including an officer were also injured during the attack a Senior District Administration official said adding that the firing also damaged the FC personnel s vehicle
21500,True,"['person', 'Central Reserve Police Force', 'CRPF', 'personnel', 'CRPF', 'market place', 'persons', 'Traffic Police personnel']",['militants'],"['killed', 'injured', 'grenade', 'grenade', 'exploded', 'injured', 'died']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']","['Jahangir Chowk', 'Srinagar']",['September 7'],india,2017,One person was killed and 13 others were injured as militants hurled a grenade targeting Central Reserve Police Force CRPF personnel at Jahangir Chowk in Srinagar in the evening of September 7 reports Daily Excelsior The grenade was hurled at the CRPF at busy market place which exploded on the road injuring 14 persons including Traffic Police personnel One of the injured people died later
20799,True,"['Army convoy', 'army']","['militants', 'militants', 'Terrorists']","['attacked', 'injured', 'fired', 'fire', 'injured']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']","['Anantnag', 'Jammu and Kashmir']",['July 17'],india,2017,Separately militants on July 17 morning attacked an Army convoy at Bijbehara in Anantnag District of Jammu and Kashmir an army official said adding that a man was injured when the forces fired back reports The Times of India Security Forces SFs have cordoned off the area and launched an operation to track down the militants the official said Terrorists opened fire on the last vehicle of the army convoy near Bijbehara We retaliated and a man was injured in the incident he said
22143,True,"['Army', 'Line of Control', 'LoC', 'troops']","['unidentified militants', 'militants', 'militants', 'militants']","['infiltration', 'infiltration', 'fire', 'gunfight', 'gunfight']","['Facility/Infrastructure Attack', 'Facility/Infrastructure Attack', 'Armed Assault', 'Armed Assault', 'Armed Assault']","['Uri', 'Baramulla', 'Uri']",['November 5'],india,2017,Two unidentified militants were killed as the Army foiled an infiltration bid along the Line of Control LoC in Uri sector in Baramulla District early on November 5 today reports The Tribune The infiltration bid was foiled in Uri sector when troops noticed suspected movement during the night hours “The group was challenged and militants opened fire triggering a gunfight So far two militants have been killed in the gunfight and the operation is on ” Defence Ministry spokesman Colonel Rajesh Kalia said The identity and the group affiliation of the slain militants could not be established immediately
22978,True,"['Security Forces', 'SFs', 'SFs']",['suspected militants'],['fire'],['Armed Assault'],"['Naseerabad', 'Balochistan', 'Naseerabad']",['January 6'],pakistan,2017,At least four suspected militants were killed during an exchange of fire with Security Forces SFs in Uch and other areas of Naseerabad District in Balochistan on January 6 reports Dawn A security officer said that SFs conducted a search operation in Uch and other areas of Naseerabad District Five militants were also arrested Moreover nine sanctuaries of militants were demolished by security personnel
19774,True,"['Army base', 'Fidayeen', 'Panzgam Army', 'Army personnel', 'senior officer']","['LashkareToiba', 'LeT']","['injury', 'killed']","['Armed Assault', 'Armed Assault']",['Kupwara'],"['April 27', 'April 27', 'April 27']",india,2017,Two LashkareToiba LeT militants who escaped from an Army base after carrying out Fidayeen attack on April 27 were killed in a gun battle in Handwara area of Kupwara District on May 14 reports Daily Excelsior The two militants were killed in a brief encounter in Warpora area of Handwara after 21 Rashtriya Rifles RR of Army and Special Operations Group SoG of Jammu and Kashmir J K Police Handwara carried out an operation on a specific information regarding the presence of militants in Warpora We recovered large quantity of war like stores which includes two AK rifles two pistols” the Commanding Officer 21 RR Colonel Kuldeep Singh said These militants managed to escape from the Panzgam Army base on April 27 and one had received an injury and left his AK47 rifle there Three Army personnel including a senior officer and two militants were killed when militants stormed into an Army base in Panzgam village of North Kashmir’s Kupwara District on April 27
20311,True,"['show room', 'automobile company']",['militant groups'],"['Improvised Explosive Device', 'IEDs', 'IEDs', 'IEDs']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Imphal West'],['June 12'],india,2017,Three Improvised Explosive Device IEDs were recovered on June 12 which were planted near a show room of an automobile company at Mantripukhri area in Imphal West District reports The Assam Tribune All the three IEDs were safely retrieved and detonated at a safe place by Police According to the Police the planting of the IEDs could be related to monetary demands by militant groups
24225,True,"['Survey Office', 'survey office']","['Akhil Tarai Janatantrik Tarai Mukti Morcha', 'ATJTMM']","['Improvised Explosive Device', 'IED', 'exploded', 'exploded', 'damaged', 'exploded']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Saptari'],['May 12'],nepal,2017,An Improvised Explosive Device IED exploded at Survey Office in Rajbiraj the District headquarters of Saptari District on May 12 reports The Himalayan Times The bomb which exploded at the office garage damaged a motorcycle and a cycle and blew away the roof of the office building and the garage walls developed cracks However no human casualty was reported as the incident happened when there were no service seekers at the office Meanwhile an underground armed Tarai outfit Akhil Tarai Janatantrik Tarai Mukti Morcha ATJTMM has taken responsibility for the incident Issuing a press statement after the incident ATJTMM Coordinator Jay Krishna Goit said that his outfit had exploded the bomb to warn against rampant corruption at the survey office
23456,True,"['leader', 'leader']","['unidentified assailants', 'assailants']","['shot', 'dead']","['Assassination', 'Assassination']","['Dera Ismail Khan', 'Dera Ismail Khan']",['August 18'],pakistan,2017,A local leader of the Jamiat Ulema Islam Fazl JUI F Maulana Syed Ataullah Shah was shot dead by unidentified assailants in Banu Ada area of Dera Ismail Khan District of Khyber Pakhtunkhwa on August 18 reports Dawn The assailants targeted Maulana Syed Ataullah Shah while he was walking home after offering Fajr prayers in Banu Ada Shah who was serving as the khateeb sermon giver of a local mosque was considered to be a prominent leader of JUI Dera Ismail Khan and a close aide of JUI F chief Maulana Fazlur Rehman
17653,True,"['persons', 'woman', 'toddler', 'building', 'SWAT', 'SWAT', 'SWAT', 'SWAT personnel', 'SWAT', 'personnel', 'woman', 'SWAT']","['militant', 'militant', 'militant']","['grenades', 'suicide vest', 'fire', 'grenades', 'exploded', 'explosions', 'inured']","['Bombing/Explosion', 'Bombing/Explosion', 'Armed Assault', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Chittagong'],['March 16'],bangladesh,2017,Five persons including a woman and a toddler were killed in a Police raid on a NeoJama atul Mujahideen Bangladesh JMB den at a twostorey building at Sitakunda in Chittagong District on March 16 reports The Daily Star When the SWAT members were on the roof of the militant den three militants charged towards them up the staircase with grenades in their hands A fourth militant a woman was right behind the three wearing a suicide vest The SWAT members went behind their shields and opened fire Shouting ‘Allahu Akbar’ the three suspects tried to hurl the grenades at the SWAT personnel but they exploded near them and tore their bodies apart The explosions also inured two SWAT personnel and blew off the corrugated iron sheet roof of the staircase The woman died after being shot She fell to the ground before she could blow herself up This is how the 28minute SWAT operation named “Assault 16” ended Later the body of a child aged around three to four months just beside the body of the female militant was recovered None of the suspects was identified
22355,True,"['soldier', 'soldiers', 'Security Forces', 'SFs', 'SFs', 'Army soldier', 'soldiers']","['militants', 'militants', 'militants', 'Lashkar e Toiba', 'LeT', 'militants']","['killed', 'injured', 'fire', 'killed', 'injured']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'NotSpecified', 'NotSpecified']","['Kupwara', 'Kupwara']",['November 21'],india,2017,Three militants and a soldier were killed while two soldiers were injured in two separate encounters in forests of Kupwara District on November 21 reports Daily Excelsior The Security Forces SFs cordoned off Gujarpati forest area in the Zurhama area of Kupwara District following specific inputs about the presence of two to three militants there As the SFs launched the searches the hiding militants opened fire on troops triggering an encounter in which an Army soldier was killed and two soldiers were injured The operation was going on till the time of reporting Sources said that it was a group of Lashkar e Toiba LeT militants headed by one Saifullah which was on its way towards Line of Control LoC to receive a group of infiltrators
23744,True,"['Security Force', 'SF', 'trooper', 'SF', 'personnel']",['militants'],"['killed', 'injured', 'fire']","['Armed Assault', 'Armed Assault', 'Armed Assault']","['Turbat', 'Kech', 'Balochistan']",['November 21'],pakistan,2017,Two militants and one Security Force SF trooper were killed while three other SF personnel were injured during an exchange of fire in the Buleda area of Turbat town in Kech District of Balochistan on November 21 reports Dawn
